sinta_id,title,topics
6654442,implementation simulation method improve student ’ learning outcome solar system junior high school. community empowerment synergy model based parenting programs reducing numbers stunting cirebon regency. group dynamicsbased youth empowerment model improving social entrepreneurship competence. society empowerment business fishbone chips meat shredded fish roaster. determinative factors students ’ reading interest community education units bandung. hypnoparenting training improving parent ’ ability parenting. rural youth entrepreneurship training based local potential. conceptual model community learning center pkbm indonesia community cultural learnin. conceptual model community learning center pkbm indonesia community cultural learning center kominkan japan,"youth empowerment model, entrepreneurship training based, learning center kominkan"
5974813,quality learning community presentations task investigating students discourse celestial objects coordinates astronomy construct scientific reasoning. university students selfreflection ability thermal insulation concept. smart edu design 21st century learning system innovation optimizing one roles universities. apply model teaching levels inquiry identifying experimental skills solar system matter middle school. preservice physics teachers mental models heat conduction case study processanalogy heat conduction. analyze conceptions misconceptions preservice teacher light. profile critical thinking skills preservice physics teachers preliminary study. correlation increasing mastery concepts wave optics habits mind prospective physics teacher students. science teacher educator authentic assessment attitude toward nos assessment science instruction. students critical thinking skills toward analyzing argumentation heat conductivity concept. microscopic virtual media mvm physics learning case study students understanding heat transfer. use classroom assessment explore problem solving skills based preservice teachers cognitive style dimension basic physics course. preliminary design icibased multimedia reconceptualizing electric conceptions universitas pendidikan indonesia. 3d kinematic analysis standing jumping smash technique indonesian badminton national elite athletes. comparative study velocity reduction feather synthetic shuttlecocks using corrected initial velocity overhead smash. analysis learning obstacle students learning motivation prospective math teachers basic physics class. fatigue impact mechanical movement maximal instep kicking soccer. fabrication characterization volatile organic compound gas sensor based gan thin film. contribution intelligence emotional qoutients performance athletes pencak silat. iv characteristics verification simple analytical calculation model experimental data alba. determination thin film ba. study work pattern fatigue one oil gas company indonesia. profile cognitive style logical thinking ability conceptual knowledge electricity magnetism topic based prospective physics teachers grade level. association haemoglobin a1c uric acid levels among patients diabetes mellitus type 2 primary health care clinic north sumatera indonesia. exploration students creativity integrating stem knowledge creative products. combination inquiry learning model computer simulation improve mastery concept correlation critical thinking skills cts. preparation graphene oxidepoly 34ethylenedioxytriophene poly styrene sulfonate pedotpss electrospun nanofibers. preparation graphene oxidepoly 34ethylenedioxytriophene poly styrene sulfonate pedotpss electrospun nanofibers. investigating effectiveness active learning basedinteractive conceptual instruction albici electric field concept. instrumental develovement 50 meters free style swimming speed measurement based microcontroller arduino uno. comparison whole body reaction anticipation reaction time kata kumite karater. rubber bat effect maximal ball velocity table tennis. muscle strength endurance testing development based photo transistor motion sensor ultrasonic. sintering temperatures investigation electrical characteristics fe. effect diabetes selfmanagement education hba1c level fasting blood sugar type 2 diabetes mellitus patients primary health care binjai city north sumatera indonesia. improving students argumentation providing analogical mappingbased lab inquiry science class. identifying preservice physics teacher mental model electric conceptions. heat temperature experiment designs support students conception nature science. extract ethanol poguntano alloxan induced diabetic rats. construction basic concepts waves gambo traditional musical instrument. creatinine plasma uncontrolled type 2 diabetes mellitus controlled type 2 diabetes mellitus patients primary health care binjai city indonesia. developing maximal leg power device using ultrasonic sensor liquid crystal display. contribution virtual microscopic simulation vms unveil students conceptual development misconceptions physics concepts heat transfer. cd4 relevance advanced glycation end products tuberculosis patients comorbidity diabetes. effect heat treatment condition characteristics mno. development validation conceptual knowledge test evaluate conceptual knowledge physics prospective teachers electricity magnetism topic. association serum uric acid level blood pressure type 2 diabetes mellitus. liquid conductivity sensor based agpd paste fabricated al. concept progression high school students related concept parallel electric circuits effect applying ccroi integrated tzpd strategy. model tunneling current bilayer armchair graphene nanoribbon tunnel field effect transistor using transfer matrix method. synthesizing results empirical research engineering design process science education systematic literature review. enhancing conceptual understanding via diffraction grating innovative media diagram. learning management system supported smartphone lms3 online learning application physics school course enhance digital literacy preservice physics teachers. digital literacy cognitive abilities preservice physics teacher physics school course using lms3 correlated. enhanching physics students creative thinking skills using cbl model implemented stem vocational school. implementation integrated science curriculum critical review literature. preservice physics teachers see sustainability issues case islamic university indonesia. development modelbased learning introductory physics effectiveness improving students understanding heat heat transfer. development problembased learning management systemsupported smartphone pblms3 application using addie model improve digital literacy. connections prior knowledge collaborative skill discussion group solar system related descriptive scientific reasoning. development multitier openended work energy instrument mowei using rasch analysis identify students misconceptions. metaassessment students renewable energy projects. simulation hemoglobin detection using surface plasmon resonance based kretschmann configuration. development modelbased learning introductory physics effectiveness improving students understanding heat heat transfer. students perception learning management system supported smartphone satisfaction analysis online physics learning. preservice physics teachers see sustainability issues case islamic university indonesia. development leg power force reaction testing device based affordable platform android badminton. smart edu smart city learning system build collaborative knowledge lectures deepening science material. pedagogical professional physics teacher training hybrid learning important. development 5epow predictobservewrite learning model assisted virtual simulation reduce quantity high school students misconceptions fluid topics. problems online learning use information communication technology ict physics learning sumedang west java. measuring critical thinking skills 11th grade students temperature heat. digital literacy preservice science teacher. investigating scientific reasoning observation astronomy practices student preservice physics teacher. teaching electrical resistance conductor concept using cdccoi model supported dynamic model dynamic analogy improving mental model. creative thinking skills prospective physics teacher. preservice science teachers conceptual understanding integrated science subject case study. scaffolding learning model improve habits mind students. students concept mastering analysis astronomy case study physics education department universitas pgri semarang. university students ability setting learning goals heat conductivity concept,"physics teacher students, assessment explore problem, sumatera indonesia improving"
6133646,face recognition concept reservation system trainer kit computer vision. development augmented reality technology vocational school sociotechnical curriculum framework. fuzzy analytical hierarchy process based priority identification employability skills vocational education students. smart traffic light system design based single shot multibox detector ssd anylogic simulation. use smartphone learning activities systematic review. instructional thematic game children mild mental retardation enhancement leftright recognition skill. conceptual model instructional thematic game children intellectual deficiencies. improving concentration picture selecting game based kinect sensor student intellectual deficiencies. animal thematic game based kinect sensor mental retardation rehabilitation,"technology vocational school, children intellectual deficiencies, face recognition concept"
6682292,octopus fishing ground utilization central sulawesi indonesia approach using spawning potential ratio. virtual scuba diving activities elementary student enhance ocean literacy. determination potential fishing zones areolate grouper epinephelus areolatus based analysis productivity gonad maturity fish length karimunjawa national park indonesia,"octopus fishing ground, indonesia approach using, spawning potential ratio"
6112016,priority vhs development based potential area using principal component analysis. underdeveloped region education teacher existance access educational policy. knowledge creation higher education leaders facing changes. increasing school effectiveness principals ’ leadership teachers ’ teaching performance possible. synchronization strategic plan implementation legal entity state university good u. phenomena leadership consistency implementing quality management vocational high sc. future jobs coming industry revolution 40. vhs teachers ict literacy infrastructure motivation internet access. indonesian principals create improve teachers selfefficacy. mapping vocational competencies based regional potential using geographic information system. character industrial 40 skilled workers,"indonesian principals create, vhs teachers ict, regional potential using"
6166301,improving intuition skills realistic mathematics education. improving junior high school visual thinking representation ability mathematical problem solving ctl. feasibility pblreathnomath model train hots elementary school students. improving mathematical critical thinking skills problembased learning. comparison mathematical literacy enhancement students problembased learning guided discovery learning model. mathematical connection ability deaf student completing social arithmetic tests. analysis students conceptual procedural understanding linear programming. capability mathematical strategic thinking quantum learning based creative problem solving. students critical thinking skills toward relationship limits continuity derivatives functions. profile students technological content knowledge school mathematics. effect different ways presenting teaching materials students mathematical problem solving abilities. culturebased contextual learning increase problemsolving ability first year university student. errors students learning react strategy solving problems mathematical representation ability. improvement algebraic thinking ability using multiple representation strategy realistic mathematics education. association conceptual understanding reasoning ability mathematics analysis dnrbased instruction models. analysis student error algebraic problem solving based polya newman theory. students mathematical problemsolving ability based teaching models intervention cognitive style. effect problembased learning mathematical problem posing improving students critical thinking skills. didactic trajectory learning device development using projectbased learning. selfdetermination mathematics learning process using generative multi representation learning gmrl model. students mathematical argumentation geometry. improving mathematical lateral thinking ability high school students quantum learning based creative problem solving. analysis students mathematical resilience ability linear program material blended learning. pblteam teaching supporting vocational students logical thinking creative disposition. increasing selfconfidence indonesian low ability student greens motivational strategies. students spatial reasoning model eliciting activities cabri 3d. qualitative effect problembased learning model toward students mathematical imitative creative reasoning. representation skills students reviewed prior knowledge realistic mathematics education linear material program. comparison mathematical resilience among students problem based learning guided discovery learning model. didactic trajectory research mathematics education using researchbased learning. geogebra integral areas improve mathematical representation ability. implementation react strategy develop mathematical representation reasoning disposition ability. analysis ability thinking abstractly mathematics selfefficacy tpack. mathematics learning trough elearning pandemic covid19 grade 9 junior high school bandung. analysis students mathematical reasoning ability geometry distance learning. improving creative thinking ability junior high school students geogebra assisted learning community mathematics. realistic mathematics learning students ways thinking. preliminary design learning function based didactical tetrahedron model. effectiveness hybrid learning improving teacherstudent relationship terms learning motivation,"problem solving students, mathematical literacy enhancement, intuition skills realistic"
6755923,relation behavioural problems reading skills gender contexts forecasting longitudinal data kindergarten fifth grade. portrayal women indonesian national physics textbooks textual analysis. effectiveness literacy teaching design integrating local culture discourse activities enhance reading skills. enhancing scientific argumentation skill partnership comprehensive literacy. reading comprehension competence determine level solving mathematical word problems competence. role multimodal text develop literacy change social behaviour foreign learner,"effectiveness literacy teaching, reading skills gender, indonesian national physics"
5996446,mobile gis app guiding geopark unesco global geopark ciletuh palabuhanratu indonesia. geoliteracy school environment students spatial intelligence,"guiding geopark unesco, mobile gis app, ciletuh palabuhanratu indonesia"
5979876,characterbased lesson plan constructing tolerance student. gendersensitive effect problembased learning student performance indonesian teacher college classes. emerging volunteerism indonesian millennial generation volunteer participation responsibility. teaching licensure boost student learning indonesia ’ answer. advance school leadersip progress teaching approach boost learning case indonesia. challenges civic moral educations young muslim indonesian. adaptive model social studies learning classroom culture indonesian schools. social studies citizenship transmission indonesian schools. impact online mentoring implementing radec learning elementary school teachers ’ competence training students ’ critical thinking skills case study covid19 pandemic. microcredit provision lifelong learning productivity poor women indonesian villages. urban farming civic virtue development environmental field. special status political discourse social construct yogyakarta based western theories. implementation integrated education develop intact personality students. datuatata institution bajo ethnic ecological symbol citizen ’ ecotourism disorientation. political thoughts sociocultural nationalism ideologies nurcholish madjid strengthening democracy civil societies civic virtues indonesia. 21th century skills based anticorupsy education vocational school prevention strategy. ageism disharmonizing civic education. elementary school students ’ responsibility character analysis. blended learning strategy disaster mitigation learning improve character care environment,"student learning indonesia, challenges civic moral, develop intact personality"
6130820,flipped classroom educational model 20102019 bibliometric study,"flipped classroom educational, 20102019 bibliometric study, educational model 20102019"
5995220,sustainable development principles green constitution,"principles green constitution, development principles green, sustainable development principles"
6123185,effectiveness multiliteration learning models increasing ecological literacy primary school students,"increasing ecological literacy, effectiveness multiliteration learning, primary school students"
6006073,development methods formulation community empowermentbased oxbow stream utilization models citarum river. implementation modern irrigation improve farmer welfare. waste collecting point school waste management system. develop critical spatial thinking utilizing local landscapes geography field laboratory studies. influence teachers pedagogic competence cognitive loads students geography learning process. waste management upi campus campus citizen behaviour towards management zero waste. establishing profesionalism geography teacher authentic assessment field study. management water resource based local wisdom develompment study kampung naga field laboratory geography education tasikmalaya west java. fieldstudy assessment geography teachers college indonesia. schools policy developing students ecological intelligence. value local wisdom smong tsunami disaster mitigation simeulue regency aceh province. pollution control coastal area indonesian coastal education concept. arrangement model instrument tentative campus evaluation earthquake tsunami disaster mitigation insight. suggest rubber crops cultivation development zonation west bandung regency. identification galunggung volcano potential area geographic education field laboratory development. analysis distribution rain stations based physiomorphohydro zoning. identification parameter arrangement hypothetical model campus earthquake disaster mitigation insight. investigation oxygen need based green open space indonesia university education upi campus bandung. test effectiveness biopore framework ecocampus development universitas pendidikan indonesia,"indonesia university education, disaster mitigation insight, cultivation development zonation"
6011830,3d biomechanical analysis swimming start movements using portable smart platform android pie. rowing talent identification based main weighted criteria analytic hierarchy process ahp. correlation butterfly swimming technique motor ability motor educability,"biomechanical analysis swimming, platform android pie, criteria analytic hierarchy"
5989548,technology alternative managing paddy fields exposed natural stone industry wastewater cirebon regency. infographic design visualization geography learning media. learning disaster mitigation problem based learning method senior high school. adaptation indigenous communities kampung cireundeu environment maintaining local wisdom. multitemporal landsat image utilization spatial prediction built area tasikmalaya city indonesia. preservation angklung art studios ujungberung. flood mitigation efforts capital region jakarta. model environmental conservation sagara anakan. adaptation sinarresmi traditional village community life towards environmental sustainability. utilization unmanned aerial vehicle photogrammetric technology analysis landslide areas. life patterns sinarresmi community adjusting environment landslide prone. neighborhood geographic information system prevent home robbery. effect forest encroachment cisangkuy sub watershed. geoliteracy school environment students spatial intelligence,"jakarta model environmental, analysis landslide areas, media learning disaster"
6745784,scaffolding sunglish ujang nyai reciting 20 vocabularies using gsa. ict competences primary school teachers,"gsa ict competences, scaffolding sunglish ujang, reciting 20 vocabularies"
6745958,introducing sfh stem home webinar program descriptive study. comparison nanocomposite znotio2 composition dyesensitized solar cell dssc natural dye leaves green mustard brassica rapa. effect zno tio. development stream integrated astronomy enrichment teaching material elementary students. barriers school using subject design curriculum implementing stem education perspectives science teacher. development digital product assessment instruments preservice teachers biology. development student worksheet enhancing graphical mathematical construction physical phenomenon pre service mathematics teacher basic physics lecture. geoenzo utilization mathematics learning media contextual approach increase geometry understanding. analysis learning obstacle students learning motivation prospective math teachers basic physics class,"science teacher development, home webinar program, comparison nanocomposite znotio2"
6680849,information hiding based histogram pixel pattern,"hiding based histogram, histogram pixel pattern, information hiding based"
5987715,analytical scoring assessment usage examine sundanese students ’ performance writing descriptive texts. semiotic analysis toponymy classic sundanese literary texts,"sundanese literary texts, students performance writing, scoring assessment usage"
5978259,enhancement syngas production via cogasification renewable densified fuels rdf opentop downdraft gasifier case study indonesian waste. projection simulation media technical drawing vocational students. tvet learning innovation automotive virtual laboratory based cloud openstack. developing information technology opencourseware movements opportunities asia. learning threedimensional shapes geometry using mobilebased augmented reality. impact using augmented reality applications educational environment. review tvet learning innovation augmented reality technology virtual 3d laboratory. comparison accessibility oer repositories developed countries developing countries based wcag 20 guidelines. multimedia animation mathematical application engineering. gamebased multimedia horizontal numeracy learning. developing mese improve reading skills mental retardation children. contrast enhancement satellite image segmentation fuzzy cluster means using morphological filtering. impact internet use students. virtual gasoline engine based augment reality mechanical engineering education. literacy benefits oer concept prospective vocational high school teachers. vocational teacher perceptions use ict learning computer network. ict literacy vocational high school students. use geometry learning media based augmented reality junior high school students. internet literacy vocational high school teachers. implementation cellular automata algorithm developing educational game. satellite image edge detection population distribution pattern identification using levelset morphological filtering process. game multimedia numeracy learning elementary school students,"reality applications educational, ict literacy vocational, enhancement syngas production"
6799085,analyzing students conceptual change kinetic theory gases learning effect though computer simulationsassisted conceptual change model. development computer simulationassisted conceptual change model csccm change students conception gas kinetic theory. investigation 3d fractal dimension sensitivity 3d fracture parameter. implementation literacy strategies health technology theme learning enhance indonesian junior high school students physics literacy,"students conceptual change, gas kinetic theory, development computer simulationassisted"
6041463,expansion parallel liquid refrigerant vapor compression systems r290. reduction power consumption refrigerator using parallel expansion,"parallel liquid refrigerant, power consumption refrigerator, r290 reduction power"
5993118,semantic roles kakujoshi japanese textbooks. indonesian students perceptions mnemonic strategies recognize japanese kanji characters,"japanese textbooks indonesian, semantic roles kakujoshi, perceptions mnemonic strategies"
5993195,improving quality academic services higher education development simantap. comparative study relationships teacher learning teacher professional development indonesia malaysia. studying role spirituality quality work life amongst muslim employees indonesia. active physics learning contextual teaching learning methods. relationship role principal quality school academic service mediating function teacher commitment. participative leadership implementation character education. grow please model academic supervisory performance. davies bouldin index algorithm optimizing clustering case studies mapping school facilities. teaching quality mediation contributions principal strategy competency student. review continuous professional development school principal carrier. influence authentic leadership school culture information communication technology acceptance school management effectiveness public accredited vocational high school west java. role learning leadership financing education regional autonomy decentralization. transformational leadership headmasters professional learning communities primary schools manjung perak. influence professional learning community malay language teachers transformation school selangor. improvement teaching effectiveness supervising academic practice grow please model. role learning leadership financing education regional autonomy decentralization. underdeveloped region education teacher existance access educational policy. using pupil health information management system manage primary school pupils health. studying islamic lifestyle academic success russian muslim students. assessing quality efficiency education rural schools models integration cooperation educational institutions case study russia indonesia. effectiveness students motivation factors competencybased approach case study universities russia indonesia. construction project progress evaluation using quantitative approach considering time cost quality. modeling flexible flow shop scheduling problem without unemployment considering sequencedependent preparation times solving metaheuristic algorithm. multiobjective mathematical modeling scheduling machines parallel batch processors. development new control charts monitor product failure times normal log normal distributions. optimizing issue blood supply chain network design reliability approach. study role mindfulness intervention based stress reduction psychological distress selfefficacy among health industry staff covid19 pandemic. integrated multiobjective approach managing supply risks flexible supply chain,"school selangor improvement, role learning leadership, study russia indonesia"
5993912,building performance academic performance higher education post occupation evaluation overseas loan financing project. designing production based learning basic strategy creating income generating units universitas pendidikan indonesia,"performance higher education, overseas loan financing, strategy creating income"
6726328,perceptions acceptance levels webbased nutrition educational application digipedia edumakugiz west java traditional food teenagers bandung indonesia. vlp simulation interactive simple virtual model encourage geoscience skill volcano,"nutrition educational application, perceptions acceptance levels, indonesia vlp simulation"
6697506,spatial patterns peak ground acceleration pga earthquake final disposal sites plan samosir regency. spatial dynamics model land availability population growth prediction bengkulu city. distribution peak ground acceleration pandeglang regency banten. social vulnerability pandeglang regency banten. social vulnerability earthquake hazard pringsewu district lampung province. potential region development seaweed genus eucheuma cottonii based enso variability east coast tarakan island indonesia,"earthquake hazard pringsewu, tarakan island indonesia, land availability population"
6681514,providing education mother stunting prevention collaborative study action research,"mother stunting prevention, providing education mother, collaborative study action"
5973309,environmental education elementary school kamiholo kamishibai hologram teaching multimedia. workinprogress development vcdln model implementation distance learning era covid19 pandemic indonesia. implementation model character building curriculum 2013 scout movement required extracurricular primary secondary education. adapting individual differences atid inductive thinking learning purpose. development groupbased differentiated learning gbdl models. development icmls version 2 integrated communication mobile laboratory simulator improve 40 century industry skills vocational schools. simulation traffic tjunction cibirucileunyi lane using simevents matlab. smart digital mobile communication tvupi streaming higher education. modeling simulation queue waiting time traffic light intersection. development automatic system icmls 20 improving educational technology competences industrial revolution 40. improving road traffic management modelbased simulation. development webbased electronic learning system wels improving effectiveness study vocational high school dharma nusantara. efforts know rate students analyze synthesize information science social science disciplines multidisciplinary biocommunication study. communication strategy enhancing quality graduates nonformal education computer based test cbt west java indonesia. developing integrated management information system research study institute research community services universitas pendidikan indonesia,"education modeling simulation, indonesia developing integrated, improving road traffic"
5995718,barriers school using subject design curriculum implementing stem education perspectives science teacher,"curriculum implementing stem, barriers school using, using subject design"
6006923,development video learning based videoscrieb application social science inprimary school. analysis information processing learning model improving arabic reading skills. integrated teaching material education sustainable development history subject high schools curriculum development. high school history education education sustainable development integrated curriculum approach,"education sustainable development, based videoscrieb application, arabic reading skills"
5993444,ict competences primary school teachers. science learning children learning disabilities,"ict competences primary, children learning disabilities, school teachers science"
6745751,stochastic simulation yeast cells colony growth using circular granular model cases growth birth probabilities depends position. network analysis saccharomyces cerevisiae colony relation spatial position generation. network analysis saccharomyces cerevisiae. study budding yeast colony formation characterizations using circular granular cell. budding yeast colony growth study based circular granular cell,"simulation yeast cells, circular granular model, growth birth probabilities"
5992915,effect steamcooking polyphenolic compounds purple yam purple sweet potato tubers. microencapsulation dragon fruit hylocereus polyrhizus peel extract using maltodextrin. application edible coating cassava peel bay leaf avocado. microencapsulation freeze drying limonin using cyclodextrin stability different ph solution. morfology stability microencapsulation limonin using maltodestrin morfology stability. microencapsulation limonin orange juice waste using maltodextrin. chemical characteristics sensory properties biscuits using modified potato flour. effect modified yam dioscorea esculenta flour physicochemical sensory properties synbiotic yoghurt. effect modified potato flour substitution organoleptics characteristics toddler biscuit,"microencapsulation limonin using, maltodextrin application edible, flour physicochemical sensory"
6128765,providing education mother stunting prevention collaborative study action research. flipped classroom educational model 20102019 bibliometric study,"education mother stunting, prevention collaborative study, flipped classroom educational"
6720737,maintaining trajectory com stable locomotion humanoid robot using kalman filter fuzzy logic controller. gait controllers humanoid robot using kalman filter pd controller. object detection tracking using siftknn classifier yawpitch servo motor control humanoid robot,"gait controllers humanoid, tracking using siftknn, filter fuzzy logic"
5995041,enhancing students understanding skills dance music action research,"skills dance music, music action research, enhancing students understanding"
5994054,demonstrating biobriquettes production using variations particle size binder concentration using audiovisual vocational students. use eggfruit making toast bread,"demonstrating biobriquettes production, students use eggfruit, audiovisual vocational students"
6147140,service encounter quality important guest satisfaction using meeting package,"important guest satisfaction, service encounter quality, using meeting package"
5975775,readiness competence new teachers career professional teachers primary schools. science mathematics literacy elementary school students related water cycle,"readiness competence new, science mathematics literacy, related water cycle"
5993632,radec reading answering demonstrating explaining creating lms teach tennis without field practicing. effect social support pregnant women health minangkabau matrilineal communities. cardiorespiratory training models based waste utilization elementary school students,"lms teach tennis, communities cardiorespiratory training, waste utilization elementary"
6681270,comparative study heritage tourism destination profiles case solo makassar,"heritage tourism destination, case solo makassar, destination profiles case"
5999919,review corruption public procurement indonesia,"corruption public procurement, public procurement indonesia, review corruption public"
6729054,implementing bensons relaxation therapy decrease depression elderly,"bensons relaxation therapy, decrease depression elderly, therapy decrease depression"
6003617,examining spatial pattern indonesias villages globalization mechanism survival. creative adoption sundanese traditional architecture architectural campus interior design development. design model special vocational high school children visual impairment. evaluation vocational school smk students environmental literacy. improve engineering competencies students special needs,"indonesias villages globalization, campus interior design, children visual impairment"
5993469,scaffolding sunglish ujang nyai reciting 20 vocabularies using gsa. online scaffolding dictionary children. extending students zpd center learning technology. scaffolding action multiple cases study sumedang junior high schools,"scaffolding sunglish ujang, students zpd center, dictionary children extending"
6005459,microbial reduction cr vi cr iii locally isolated pseudomonas aeruginosa. induction tolllike receptor tlr 2 myeloid88dependent tlrsignaling response aeromonas hydrophila infections gouramy osphronemus gouramy. evaluation identification techniques fish pathogen aeromonas hydrophila indonesia. fruit bromelainderived peptide potentially restrains attachment sarscov2 variants hace2 pharmacoinformatics approach. sarscov2 omicron variant confer natural immunity covid19. predictive microbial community functional gene expression profiles pineapple peel fermentation using 16s rrna gene sequences. development matk gene dna barcode assess evolutionary relationship important tropical forest tree genus mangifera anacardiaceae indonesia thailand. utility matk gene assess evolutionary relationship genus mangifera anacardiaceae indonesia thailand. evaluation potential immunomodulatory antiinflammatory properties phytoconstituents derived pineapple ananas comosus l merr peel extract using silico approach. analysis based molecular docking molecular dynamics simulation study bromelain antisarscov2 variants. use degenerate primer isolation designing housekeeping gene eel fish anguilla bicolor. data community structure diversity intestinal bacteria elver fingerling stages wild indonesian shortfin eel anguilla bicolor bicolor. use degenerate primer isolation designing housekeeping gene eel fish anguilla bicolor. response tlr3 il1 genes following exposure lps poly ic zymosan culture gouramy osphronemus gouramy kidney cells. microbial reduction cr vi cr iii locally isolated pseudomonas aeruginosa,"pathogen aeromonas hydrophila, pineapple peel fermentation, pharmacoinformatics approach sarscov2"
5995238,learning experience salendro scales students musical culture gap,"musical culture gap, scales students musical, learning experience salendro"
6681986,comparing various genetic algorithm approaches multiplechoice multidimensional knapsack problem mmkp. design implementation system prediction traffic conditions visualization two dimensional map case study bandung city. design implementation web based real time chat interfacing server. comparison accuracy level knearest neighbor algorithm support vector machine algorithm classification water quality status,"knapsack problem mmkp, genetic algorithm approaches, classification water quality"
5984830,physical fitness mental health urban rural areas. instrument physical activity questionnairedisability ipaqd observe test disabilities covid19 study validity reliability 5 countries. dimensions learning implementation strategies adapted physical education children special needs covid19 pandemic literature review grounded theory. impact sports course itb student participation enjoyment physical sporting activities. influence learning environment students physical mental health based gender. developing new model resistancebased strength train effects junior athletes tennis serve performance. determining strategies playing badminton using knuthmorrispratt algorithm. effect endurance strength physical activity program nutrition education obesity children life satisfaction. physical education learning media based antropometrcis mapping smp students west java. developing maximal leg power device using ultrasonic sensor liquid crystal display. influence self regulated traditional learning model development students cognitive process sport enjoyment basketball learning process,"physical education children, effect endurance strength, badminton using knuthmorrispratt"
6160445,transcriptome analysis revealed growth phaseassociated changes centenarianoriginated probiotic bifidobacterium animalis subsp lactis a6. rna chemical modification. design reservation information system. global transcriptomic analysis lactobacillus plantarum cauh2 response hydrogen peroxide stress. evaluation usability online payment website agent satisfaction. solidstate fermentation parameter optimization experiment bacillus amyloliquefaciens lh15. changes composition angiotensin iconverting enzymeinhibitory activity douchi fermentation. effect maillard reaction angiotensin iconverting enzyme aceinhibitory activity douchi fermentation. effect sodium chloride color texture sensory attributes douchi postfermentation. modified method rapid quantitation salkenyllcysteine sulfoxide yellow onions allium cepa l,"douchi fermentation effect, transcriptomic analysis lactobacillus, composition angiotensin iconverting"
6127196,development interactive learning multimedia mathematics subjects grade 5 elementary schools,"multimedia mathematics subjects, development interactive learning, grade elementary schools"
6041973,meta analysis study problem based learning pbl effective toward students mathematical connections ability. students difficulties solving mathematical creative thinking problems derivative application. adsorption isotherm carbon microparticles prepared pumpkin cucurbita maxima seeds dye removal. deployment drones sending drugs patient blood samples covid19. students mathematical communication ability geometry. students mathematical critical thinking ability cube cuboid problems. isotherm adsorption characteristics carbon microparticles prepared pineapple peel waste. synthesis carbon microparticles red dragon fruit hylocereus undatus peel waste adsorption isotherm characteristics. student difficulties word problems derivatives multisemiotic perspective. designing algebra learning sequence case operations algebraic expressions. use realistic mathematics education theory designing algebra learning sequence case linear equations one variable. predictions students thinking learning system linear equations two variables. design algebra learning sequence based realistic mathematics education theory case linear equation one variable using balancescales model. analysis tenth grade students mathematical creative thinking ability vector,"students mathematical creative, learning pbl effective, adsorption characteristics carbon"
5986682,digital native levels indonesia preservice teachers. writers voice engagement strategies students analytical exposition texts. realization interpersonal meaning course newsletters systemic functional linguistic perspective,"indonesia preservice teachers, writers voice engagement, digital native levels"
6140867,smart maps indonesia based augmented reality digital learning resources social studies. digitalizing museums bibliometric study. living valuesbased digital learning resources civic education. valuebased digital storytelling learning media foster student character. development unity diversitybased pancasila education text book indonesian universities. developing civicpedia civic education elearning media improve students ’ information literacy,"indonesia based augmented, resources civic education, digital storytelling learning"
6140567,preservice science teachers psts creative thinking skills atoms ions molecules digital media creation. analysis biology teachers ’ technological pedagogical content knowledge development lesson study west java indonesia. preservice science teachers conceptual understanding integrated science subject case study. assessing preservice science teachers technological pedagogical content knowledge tpack kinematics plant tissue daily life material. potential students creative disposition perspective develop creative teaching learning senior high school biological science. enhancing students motivation brainbased learning. investigation science teachers experience integrating digital technology science teaching. effect multiple intelligencebased learning towards students concept mastery interest learning matter. interactive animation construction measure students collaborative problem solving skills learning earthquake. effect conceptual metaphors guided inquiry students conceptual change. profile preservice science teachers based stem career interest survey. development web based inquiry online science inquiry environment. profile teachers integrated science curricula support intelligent tutoring systems. students environmental awareness learning environmental pollution using instagrammediated samr model. gender differences attribution creative thinking experimental evidence using stembased emodule. enhancement stem literacy knowledge aspect implementing science technology engineering mathematics stembased instructional module. analysis teachers readiness develop science technology engineering mathematics stem based teaching. development guided inquiry worksheet acid base experiment grade xi. student conception quality packaged water,"preservice science teachers, stembased instructional module, creative thinking skills"
6721871,increasing japanese indonesian mutual cooperation indonesian human resources ’ contribution japan ’ technical intern training program,"indonesian human resources, japan technical intern, japanese indonesian mutual"
5978101,teaching english industry 40 disruption era early lessons implementation smelt 40 de senior high lab school class. exploring efl preservice teachers ’ multimodal literacy level implementations. online scaffolding dictionary children. secondary school teachers ’ perceptions mobile technology adoption english foreign language learning trends practices. teacher readiness challenges creating learner autonomy ictbased english learning activities. cognition reflect performance rhetorical organization journal article abstracts written indonesian authors. scrutinizing effect elearning students ’ attitude affective cognitive behaviour classroom efl context case study five students university level. youtube® 21stcentury english language elearning works doesnt. smslefa alternative synergistic multilayered analysis students learning engagement efl context. linguistic hegemony global recognition englishmediated internationalisation indonesian higher education institutions. changes indonesian efl lecturers technological pedagogical content knowledge tpack lesson study. genre analysis research article findings discussion sections written indonesian undergraduate efl students. development beliefs practices language assessment literacy professional learning community help. negotiation knowledge adult english second language classroom. indonesia islamic senior high school students english learning conceptions strategies,"indonesian efl lecturers, practices teacher readiness, technology adoption english"
